timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1591775757525,1454,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-36,text,true,,2825,996,49,49,http://localhost:1080/cgi-bin/reservations.pl,1330,0,0
1591775757585,1422,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-35,,true,,2825,996,48,48,null,0,0,0
1591775757585,1422,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-35,text,true,,2825,996,48,48,http://localhost:1080/cgi-bin/reservations.pl,1309,0,0
1591775757983,1028,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-50,,true,,2825,951,47,47,null,0,0,0
1591775757983,1028,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-50,text,true,,2825,951,47,47,http://localhost:1080/cgi-bin/reservations.pl,921,0,0
1591775752632,6414,Login,200,"Number of samples in transaction : 5, number of failing samples : 0",Thread Group 1-39,,true,,6919,2576,47,47,null,0,1,0
1591775752632,1579,/cgi-bin/welcome.pl-11,200,OK,Thread Group 1-39,text,true,,1092,512,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,1199,0,0
1591775754211,1749,/cgi-bin/nav.pl-12,200,OK,Thread Group 1-39,text,true,,1889,587,50,50,http://localhost:1080/cgi-bin/nav.pl?in=home,1333,0,0
1591775755961,1081,/cgi-bin/login.pl-13,200,OK,Thread Group 1-39,text,true,,1035,725,50,50,http://localhost:1080/cgi-bin/login.pl,602,0,0
1591775757042,1172,/cgi-bin/login.pl-14,200,OK,Thread Group 1-39,text,true,,1154,241,50,50,http://localhost:1080/cgi-bin/login.pl?intro=true,692,0,0
1591775758214,833,/cgi-bin/nav.pl-15,200,OK,Thread Group 1-39,text,true,,1749,511,47,47,http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home,828,0,0
1591775758266,813,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,2825,951,47,47,null,0,1,0
1591775758266,813,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-9,text,true,,2825,951,47,47,http://localhost:1080/cgi-bin/reservations.pl,808,0,0
1591775758769,1191,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-23,,true,,2825,996,47,47,null,0,0,0
1591775758769,1191,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-23,text,true,,2825,996,47,47,http://localhost:1080/cgi-bin/reservations.pl,873,0,0
1591775758968,1526,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-24,,true,,2825,951,46,46,null,0,0,0
1591775758968,1526,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-24,text,true,,2825,951,46,46,http://localhost:1080/cgi-bin/reservations.pl,963,0,0
1591775758966,1537,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-29,,true,,2825,996,46,46,null,0,0,0
1591775758966,1537,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-29,text,true,,2825,996,46,46,http://localhost:1080/cgi-bin/reservations.pl,964,0,0
1591775752244,8258,Login,200,"Number of samples in transaction : 5, number of failing samples : 0",Thread Group 1-13,,true,,6919,2576,45,45,null,0,3,0
1591775752245,1819,/cgi-bin/welcome.pl-11,200,OK,Thread Group 1-13,text,true,,1092,512,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,1075,0,0
1591775754065,1900,/cgi-bin/nav.pl-12,200,OK,Thread Group 1-13,text,true,,1889,587,50,50,http://localhost:1080/cgi-bin/nav.pl?in=home,1346,0,0
1591775755966,1346,/cgi-bin/login.pl-13,200,OK,Thread Group 1-13,text,true,,1035,725,50,50,http://localhost:1080/cgi-bin/login.pl,788,0,0
1591775757312,1601,/cgi-bin/login.pl-14,200,OK,Thread Group 1-13,text,true,,1154,241,50,50,http://localhost:1080/cgi-bin/login.pl?intro=true,1116,0,0
1591775758913,1592,/cgi-bin/nav.pl-15,200,OK,Thread Group 1-13,text,true,,1749,511,45,45,http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home,1011,0,0
1591775758732,1817,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-33,,true,,2825,951,45,45,null,0,0,0
1591775758732,1817,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-33,text,true,,2825,951,45,45,http://localhost:1080/cgi-bin/reservations.pl,1381,0,0
1591775752241,8312,Login,200,"Number of samples in transaction : 5, number of failing samples : 0",Thread Group 1-4,,true,,6919,2576,45,45,null,0,1,0
1591775752242,1968,/cgi-bin/welcome.pl-11,200,OK,Thread Group 1-4,text,true,,1092,512,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,1557,0,0
